"";"bg_id";"bg_desc";"bg_name";"bg_year";"bg_max_player";"bg_min_player";"bg_temp";"bg_temp_min";"bg_temp_max";"bg_idade";"bg_categoria";"bg_mecanica";"bg_designer";"bg_Artist";"bg_Editora";"bg_num_ratings";"bg_avg_rating";"bg_num_owning";"bg_num_trading";"bg_num_wanting";"bg_num_wishing";"bg_num_weights";"bg_avg_weight"
0;50;"Lost Cities is a card game in the Kosmos two-player series. The game originally consisted of a single deck of cards of rank 2&ndash;10 in five different colors with three special &quot;handshakes&quot; (&quot;HS&quot; in scoring examples below) in each suit, but as of 2019 the game now includes six colored suits, with the sixth color being optional for gameplay. A game board is included to organize discarded cards and help players organize their card collections.&#10;&#10;The object of the game is to gain points by mounting profitable archaeological expeditions to the different sites represented by the colored suits of cards. On a player's turn, they must first play one card, either to an expedition or by discarding it to the color-appropriate discard pile, then draw one card, either from the deck or from the top of a discard pile. Cards played to expeditions must be in ascending order, but they need not be consecutive. Handshakes are considered lower than a 2 and represent investments in an expedition. Thus, if you play a red 4, you may play any other red card higher than a 4 on a future turn but may no longer play a handshake, the 2, or the 3.&#10;&#10;The game continues in this fashion with players alternating turns until the final card is taken from the deck. The rest of the cards in hand are then discarded and players score their expeditions. Each expedition that has at least one card played into it must be scored. Cards played into an expedition are worth their rank in points, and handshakes count as a multiplier against your final total; one handshake doubles an expedition's value, while two handshakes triples that value and three handshakes quadruple it. Expeditions start at a value of -20, so you must play at least 20 points of cards into an expedition in order to make a profit. If you are left with a negative value and have a handshake, the multiplier still applies. A 20-point bonus is awarded to every expedition with at least eight cards played into it. A complete game of Lost Cities lasts three matches, with scores for each match being added together.&#10;&#10;Scoring example 1: An expedition has a 2,3,7,8,10 for a total of 30. This expedition is worth 10 total points: 30 plus the initial -20.&#10;&#10;Scoring example 2: An expedition has 2 HS, and 4,5,6,7,8,10 for a total of 40. This expedition is worth 80 total points: 40 points for cards, plus the initial -20, &times;3 for the two multipliers, plus the 20-pt bonus for playing 8+ cards.&#10;&#10;Scoring example 3: An expedition has 1 HS, and 4,6,7 for a total of 17. This expedition is worth -6 total points: 17 plus the initial -20, &times;2 for the multiplier.&#10;&#10;";"Lost Cities";1999;2;2;30;30;30;10;"['Card Game', 'Exploration']";"['Hand Management', 'Melding and Splaying', 'Ordering', 'Push Your Luck', 'Score-and-Reset Game', 'Set Collection']";"['Reiner Knizia']";"['Vincent Dutrait', 'Michaela Kienle', 'Anke Pohl', 'Thilo Rick', 'Claus Stephan', 'Franz Vohwinkel']";"['KOSMOS', '999 Games', 'Albi', 'Competo / Marektoy', 'Devir', 'Filosofia Éditions', 'Galakta', 'Group SNE', 'IELLO', 'Kaissa Chess & Games', 'Korea Boardgames Co., Ltd.', 'Land of Beautiful Mind (سرزمین ذهن زیبا)', 'Laser plus', 'Lautapelit.fi', 'Midgaard Games', 'Piatnik', 'Playhouse Ltd', 'Rio Grande Games', 'Stupor Mundi', 'SuperHeated Neurons', 'Swan Panasia Co., Ltd.', 'Tilsit', 'Zvezda', 'گیمِ پندو (Pendo Games)']";44261;7.22324;63324;984;547;5464;3080;1.4815
0;11;"Bohnanza is the first in the Bohnanza family of games and has been published in several different editions, including a 2023 version with flowers.&#10;&#10;In the game, you plant, then harvest bean cards in order to earn coins. Each player starts with a hand of random bean cards, and each card has a number on it corresponding to the number of that type of beans in the deck. Unlike in most other card games, you can't rearrange the order of cards in hand, so you must use them in the order that you've picked them up from the deck &mdash; unless you can trade them to other players, which is the heart of the game.&#10;&#10;On a turn, you must plant the first one or two cards in your hand into the &quot;fields&quot; in front of you. Each field can hold only one type of bean, so if you must plant a type of bean that's not in one of your fields, then you must harvest a field to make room for the new arrival. This usually isn't good! Next, you reveal two cards from the deck, and you can then trade these cards as well as any card in your hand for cards from other players. You can even make future promises for cards received right now! After all the trading is complete &mdash; and all trades on a turn must involve the active player &mdash; then you end your turn by drawing cards from the deck and placing them at the back of your hand.&#10;&#10;When you harvest beans, you receive coins based on the number of bean cards in that field and the &quot;beanometer&quot; for that particular type of bean. Flip over 1-4 cards from that field to transform them into coins, then place the remainder of the cards in the discard pile. When the deck runs out, shuffle the discards, playing through the deck two more times. At the end of the game, everyone can harvest their fields, then whoever has earned the most coins wins.&#10;&#10;The original German edition supports 3-5 players. The English version from Rio Grande Games comes with the first edition of the first German expansion included in a slightly oversized box. One difference in the contents, however, is that bean #22's Weinbrandbohne (Brandy Bean) was replaced by the Wachsbohne, or Wax Bean. This edition includes rules for up to seven players, like the Erweiterungs-Set, but also adapts the two-player rules of Al Cabohne in order to allow two people to play Bohnanza.&#10;&#10;";"Bohnanza";1997;7;2;45;45;45;12;"['Card Game', 'Farming', 'Negotiation']";"['Hand Management', 'Negotiation', 'Set Collection', 'Trading']";"['Uwe Rosenberg']";"['Fréderic Bertrand', 'Marek Bláha', 'Andrea Boekhoff', 'Klemens Franz', 'Oliver Freudenreich', 'Inge George', 'Guido Hoffmann', 'Alexander Jung', 'Harald Lieske', 'Atelier Löwentor', 'Doris Matthäus', 'Björn Pertoft', 'Uwe Rosenberg', 'Johann Rüttinger', 'Barbara Stachuletz', 'Franz Vohwinkel', 'Markus Wagner']";"['AMIGO', '999 Games', 'Brain Games', 'Broadway Toys LTD', 'Copag Cards', 'Corfix', 'Fractal Juegos', 'G3', 'Gigamic', 'Giochi Uniti', 'Kaissa Chess & Games', 'Kikigagne?', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Lifestyle Boardgames Ltd', 'Lookout Games', 'Mercurio', 'Midgaard Games', 'Möbius Games', 'Paper Iyagi', 'PaperGames (III)', 'Piatnik', 'Rio Grande Games', 'Spilbræt.dk', 'Stratelibri', 'Swan Panasia Co., Ltd.', 'Tempo Games (I)']";44197;7.04604;67881;1058;386;3158;2916;1.6704
0;131357;"You are head of a family in an Italian city-state, a city run by a weak and corrupt court. You need to manipulate, bluff and bribe your way to power. Your object is to destroy the influence of all the other families, forcing them into exile. Only one family will survive...&#10;&#10;In Coup, you want to be the last player with influence in the game, with influence being represented by face-down character cards in your playing area.&#10;&#10;Each player starts the game with two coins and two influence &ndash; i.e., two face-down character cards; the fifteen card deck consists of three copies of five different characters, each with a unique set of powers:&#10;&#10;&#10;     Duke: Take three coins from the treasury. Block someone from taking foreign aid.&#10;     Assassin: Pay three coins and try to assassinate another player's character.&#10;     Contessa: Block an assassination attempt against yourself.&#10;     Captain: Take two coins from another player, or block someone from stealing coins from you.&#10;     Ambassador: Draw two character cards from the Court (the deck), choose which (if any) to exchange with your face-down characters, then return two. Block someone from stealing coins from you.&#10;&#10;&#10;On your turn, you can take any of the actions listed above, regardless of which characters you actually have in front of you, or you can take one of three other actions:&#10;&#10;&#10;     Income: Take one coin from the treasury.&#10;     Foreign aid: Take two coins from the treasury.&#10;     Coup: Pay seven coins and launch a coup against an opponent, forcing that player to lose an influence. (If you have ten coins or more, you must take this action.)&#10;&#10;&#10;When you take one of the character actions &ndash; whether actively on your turn, or defensively in response to someone else's action &ndash; that character's action automatically succeeds unless an opponent challenges you. In this case, if you can't (or don't) reveal the appropriate character, you lose an influence, turning one of your characters face-up. Face-up characters cannot be used, and if both of your characters are face-up, you're out of the game.&#10;&#10;If you do have the character in question and choose to reveal it, the opponent loses an influence, then you shuffle that character into the deck and draw a new one, perhaps getting the same character again and perhaps not.&#10;&#10;The last player to still have influence &ndash; that is, a face-down character &ndash; wins the game!&#10;&#10;A new &amp; optional character called the Inquisitor has been added (currently, the only English edition with the Inquisitor included is the Kickstarter Version from Indie Boards &amp; Cards. Copies in stores may not be the Kickstarter versions and may only be the base game). The Inquisitor character cards may be used to replace the Ambassador cards.&#10;&#10;&#10;     Inquisitor: Draw one character card from the Court deck and choose whether or not to exchange it with one of your face-down characters. OR Force an opponent to show you one of their character cards (their choice which). If you wish it, you may then force them to draw a new card from the Court deck. They then shuffle the old card into the Court deck. Block someone from stealing coins from you.&#10;&#10;&#10;";"Coup";2012;6;2;15;15;15;13;"['Bluffing', 'Card Game', 'Deduction', 'Party Game', 'Political']";"['Hidden Roles', 'Memory', 'Player Elimination', 'Take That', 'Variable Player Powers']";"['Rikki Tahta']";"['Behnam Balali', 'Luis Francisco', 'Andrew Higgins', 'Alex Jensen', 'Alexandr Kiselev', 'Prapach Lapamnuaysap', 'Tomasz Larek', 'M81 Studio', 'Jarek Nocoń', 'Guillermo H. Nuñez', 'Weberson Santiago', 'Alejo Vigliani', 'Uros Vuckovic']";"['Indie Boards & Cards', 'La Mame Games', 'After 5 Games', 'Asmodee', 'Board Game VN', 'Broadway Toys LTD', 'El Dragón Azul', 'FoxGames', 'FunBox Jogos', 'Heidelberger Spieleverlag', 'Igrato', 'Kaissa Chess & Games', 'Land of Beautiful Mind (سرزمین ذهن زیبا)', 'Lelekan', 'Mandala Jogos', 'NeoTroy Games', 'New Games Order, LLC', 'REXhry', 'Siam Board Games', 'Zacatrus', 'テンデイズゲームズ(TendaysGames)']";44108;6.98449;75201;1345;251;3828;1376;1.4128
0;133473;"In the super-fast sushi card game Sushi Go!, you are eating at a sushi restaurant and trying to grab the best combination of sushi dishes as they whiz by. Score points for collecting the most sushi rolls or making a full set of sashimi. Dip your favorite nigiri in wasabi to triple its value! And once you've eaten it all, finish your meal with all the pudding you've got! But be careful which sushi you allow your friends to take; it might be just what they need to beat you!&#10;&#10;Sushi Go! takes the card-drafting mechanism of Fairy Tale and 7 Wonders and distills it into a twenty-minute game that anyone can play. The dynamics of &quot;draft and pass&quot; are brought to the fore, while keeping the rules to a minimum. As you see the first few hands of cards, you must quickly assess the make-up of the round and decide which type of sushi you'll go for. Then, each turn you'll need to weigh which cards to keep and which to pass on. The different scoring combinations allow for some clever plays and nasty blocks. Round to round, you must also keep your eye on the goal of having the most pudding cards at the end of the game!&#10;&#10;";"Sushi Go!";2013;5;2;15;15;15;8;"['Card Game']";"['Closed Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']";"['Phil Walker-Harding']";"['Nan Rangsima', 'Tobias Schweiger', 'Phil Walker-Harding']";"['Adventureland Games', 'Gamewright', 'ADC Blackfire Entertainment', 'Asmodee', 'AURUM, Inc.', 'Brain Games', 'Cocktail Games', 'Devir', 'Feelindigo', 'FoxMind Israel', 'Gameland 游戏大陆', 'Hemz Universal Games Co. Ltd.', 'Kaissa Chess & Games', 'Kanga Games', 'Lautapelit.fi', 'Lifestyle Boardgames Ltd', 'MIPL', 'NeoTroy Games', 'Rebel Sp. z o.o.', 'Reflexshop', 'uplay.it edizioni', 'White Goblin Games', 'Zoch Verlag']";44042;7.01291;77994;1077;178;2682;1234;1.158
0;244521;"In The Quacks of Quedlinburg, players are charlatans &mdash; or quack doctors &mdash; each making their own secret brew by adding ingredients one at a time. Take care with what you add, though, for a pinch too much of this or that will spoil the whole mixture!&#10;&#10;Each player has their own bag of ingredient chips. During each round, they simultaneously draw chips from their bags and add them to their pots. The higher the face value of the drawn chip, the further it is placed in the pot's swirling pattern, increasing how much the potion will be worth. Push your luck as far as you can, but if you add too many cherry bombs, your pot will explode!&#10;&#10;At the end of each round, players gain victory points and coins to spend on new ingredients, depending on how well they managed to fill up their pots. But players whose pots have exploded must choose points or coins &mdash; not both! The player with the most victory points at the end of nine rounds wins the game.&#10;&#10;";"The Quacks of Quedlinburg";2018;4;2;45;45;45;10;"['Medieval']";"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Events', 'Market', 'Push Your Luck', 'Simultaneous Action Selection', 'Variable Set-up']";"['Wolfgang Warsch']";"['Dennis Lohausen', 'Wolfgang Warsch']";"['Schmidt Spiele', '999 Games', 'Arclight Games', 'Brain Games', 'CMYK', 'Compaya.hu: Gamer Café Kft.', 'Devir', 'G3', 'Games4you', 'Kaissa Chess & Games', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Lavka Games', 'MEEPLE', 'MINDOK', 'NorthStar Game Studio', 'Swan Panasia Co., Ltd.', 'YellowBOX']";43477;7.83831;66510;278;1342;10519;1041;1.9491
0;147020;"Star Realms is a spaceship combat deck-building game by Magic Hall of Famers Darwin Kastle (The Battle for Hill 218) and Rob Dougherty (Ascension Co-designer).&#10;&#10;Star Realms is a fast paced deck-building card game of outer space combat. It combines the fun of a deck-building game with the interactivity of Trading Card Game style combat. As you play, you make use of Trade to acquire new Ships and Bases from the cards being turned face up in the Trade Row from the Trade Deck. You use the Ships and Bases you acquire to either generate more Trade or to generate Combat to attack your opponent and their bases. When you reduce your opponent&rsquo;s score (called Authority) to zero, you win!&#10;&#10;Multiple decks of Star Realms and/or Star Realms: Colony Wars, one for every two people, allows up to six players to play a variety of scenarios. Also, in the newest version, there are new ways to play that allow up to 6 players with modes like Boss, Hunter, and Free for All. You can also add Star Realms Colony Wars to the deck to make it 4 players. This is the first game of the Star Realms series. When you play Star Realms, you will be able to acquire and use Ships and Bases of any and all of the four factions. Many cards have powerful Ally abilities that reward you for using Ships and Bases of the same faction together, however.&#10;&#10;As you acquire cards using Trade, you put them into your discard pile, to be later shuffled into your personal deck. When you draw Ships, you do what they say and they get placed into your discard pile at the end of your turn. When you draw a Base, you play it face up in front of you and may use its abilities once every turn. In addition to Combat being the way you reduce your opponent&rsquo;s Authority to zero and win the game, it&rsquo;s also useful for destroying your opponent&rsquo;s Bases. Some Bases are designated as Outposts. Your opponent&rsquo;s Outposts must be destroyed before you can use Combat to attack your opponent&rsquo;s Authority directly.&#10;&#10;Star Realms is easy to learn, especially if you&rsquo;re familiar with deck-building games, but it&rsquo;s a game that takes time to master. Each time you play, the game is filled with various strategic decision points. Should I take the best card for me or the best card for my opponent? Should I focus on taking cards of a particular faction or on taking the best card available? Should I be focusing on acquiring more Trade or more Combat? Should I attack my opponent&rsquo;s Base or their Authority? These are just some of the many choices you&rsquo;ll be faced with. New players needn&rsquo;t agonize over these choices just to play, but as they become more advanced players, they will find this depth of strategy leads to great replayability.&#10;&#10;";"Star Realms";2014;2;2;20;20;20;12;"['Card Game', 'Fighting', 'Science Fiction']";"['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Income', 'Open Drafting', 'Tags', 'Take That', 'Variable Set-up']";"['Robert Dougherty', 'Darwin Kastle']";"['Vito Gesualdi']";"['Wise Wizard Games', 'ADC Blackfire Entertainment', 'ADC Blackfire Entertainment GmbH', 'Broadway Toys LTD', 'Devir', 'Games Factory', 'Games Factory Publishing', 'Hobby World', 'IELLO', 'IUVI Games']";42978;7.56517;63226;838;299;4331;1383;1.9306
0;70919;"A long time ago at the Japanese Imperial court, the Chinese Emperor offered a giant panda bear as a symbol of peace to the Japanese Emperor. Since then, the Japanese Emperor has entrusted his court members (the players) with the difficult task of caring for the animal by tending to his bamboo garden.&#10;&#10;In Takenoko, the players will cultivate land plots, irrigate them, and grow one of the three species of bamboo (Green, Yellow, and Pink) with the help of the Imperial gardener to maintain this bamboo garden. They will have to bear with the immoderate hunger of this sacred animal for the juicy and tender bamboo. The player who manages his land plots best, growing the most bamboo while feeding the delicate appetite of the panda, will win the game.&#10;&#10;";"Takenoko";2011;4;2;45;45;45;8;"['Animals', 'Environmental', 'Farming', 'Territory Building']";"['Action Points', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Pattern Building', 'Set Collection', 'Tile Placement']";"['Antoine Bauza']";"['Nicolas Fructus', 'Picksel', 'Yuio']";"['Bombyx', 'Matagot', 'Asmodee', 'Asterion Press', 'Bureau de Juegos', 'Enigma (Bergsala Enigma)', 'Filosofia Éditions', 'FoxMind Israel', 'Fractal Juegos', 'Galápagos Jogos', 'Geekach Games', 'Gém Klub Kft.', 'Hobby Japan', 'Hobby World', 'Kaissa Chess & Games', 'Lex Games', 'Mostafil Games', 'Pegasus Spiele', 'Rebel Sp. z o.o.', 'REXhry', 'Salta da Caixa', ""Surfin' Meeple"", 'Tower Tactic Games']";42634;7.22591;66754;776;786;7677;1516;1.9769
0;121921;"Robinson Crusoe: Adventures on the Cursed Island is a game created by Ignacy Trzewiczek, the author of Stronghold. This time Trzewiczek takes the players to a deserted island, where they'll play the parts of shipwreck survivors confronted by an extraordinary adventure. They'll be faced with the challenges of building a shelter, finding food, fighting wild beasts, and protecting themselves from weather changes. Building walls around their homes, animal domestication, constructing weapons and tools from what they find, and much more await them on the island. The players decide in which direction the game will unfold and &ndash; after several in-game weeks of hard work &ndash; how their settlement will look. Will they manage to discover the secret of the island in the meantime? Will they find a pirate treasure, or an abandoned village? Will they discover an underground city or a cursed temple at the bottom of a volcano? Answers to these questions lie in hundreds of event cards and hundreds of object and structure cards that can be used during the game...&#10;&#10;Robinson Crusoe: Adventures on the Cursed Island is an epic game from Portal. You will build a shelter, palisade, weapons, you will create tools like axes, knives, sacks, you will do everything you can to&hellip; to survive. You will have to find food, fight wild beasts, protect yourself from weather changes&hellip;&#10;&#10;Take the role of one of four characters from the ship crew (cook, carpenter, explorer, or soldier) and face the adventure. Use your determination skills to help your teammates, discuss with them your plan, and put it into practice. Debate, discuss, and work on the best plan you all can make.&#10;&#10;Search for treasures. Discover mysteries. Follow goals of six different, engaging scenarios. Start by building a big pile of wood and setting it on fire to call for help, and then start new adventures. Become an exorcist on cursed Island. Become a treasure hunter on Volcano Island. Become a rescue team for a young lady who&rsquo;s stuck on rock island&hellip;&#10;&#10;Let the adventure live!&#10;&#10;";"Robinson Crusoe: Adventures on the Cursed Island";2012;4;1;120;60;120;14;"['Adventure', 'Exploration', 'Fighting', 'Novel-based', 'Territory Building']";"['Action Queue', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Events', 'Hexagon Grid', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers', 'Worker Placement']";"['Joanna Kijanka', 'Ignacy Trzewiczek']";"['Tomasz Bentkowski', 'Mateusz Bielski', 'Vincent Dutrait', 'Jerzy Ferdyn', 'Mateusz Kopacz', 'Mateusz Lenart', 'Dominic Mayer', 'Maciej Mutwil', 'Zhao Run Quan', 'Rafał Szyma', 'Piotr Słaby', 'Ignacy Trzewiczek', 'Michał J. Zieliński']";"['Portal Games', 'Albi', 'Arclight Games', 'Conclave Editora', 'DiceTree Games', 'Edge Entertainment', 'Filosofia Éditions', 'Gém Klub Kft.', 'Hobby World', 'MYBG Co., Ltd.', 'Pegasus Spiele', 'uplay.it edizioni', 'Z-Man Games']";41584;7.76655;65682;1447;1287;12425;2167;3.8103
0;181304;"In the 1920s, Mr. MacDowell, a gifted astrologer, immediately detected a supernatural being upon entering his new house in Scotland. He gathered eminent mediums of his time for an extraordinary s&eacute;ance, and they have seven hours to make contact with the ghost and investigate any clues that it can provide to unlock an old mystery.&#10;&#10;Unable to talk, the amnesiac ghost communicates with the mediums through visions, which are represented in the game by illustrated cards. The mediums must decipher the images to help the ghost remember how he was murdered: Who did the crime? Where did it take place? Which weapon caused the death? The more the mediums cooperate and guess well, the easier it is to catch the right culprit.&#10;&#10;In Mysterium, a reworking of the game system present in Tajemnicze Domostwo, one player takes the role of ghost while everyone else represents a medium. To solve the crime, the ghost must first recall (with the aid of the mediums) all of the suspects present on the night of the murder. A number of suspect, location and murder weapon cards are placed on the table, and the ghost randomly assigns one of each of these in secret to a medium.&#10;&#10;Each hour (i.e., game turn), the ghost hands one or more vision cards face up to each medium, refilling their hand to seven each time they share vision cards. These vision cards present dreamlike images to the mediums, with each medium first needing to deduce which suspect corresponds to the vision cards received. Once the ghost has handed cards to the final medium, they start a two-minute sandtimer. Once a medium has placed their token on a suspect, they may also place clairvoyancy tokens on the guesses made by other mediums to show whether they agree or disagree with those guesses.&#10;&#10;After time runs out, the ghost reveals to each medium whether the guesses were correct or not. Mediums who guessed correctly move on to guess the location of the crime (and then the murder weapon), while those who didn't keep their vision cards and receive new ones next hour corresponding to the same suspect. Once a medium has correctly guessed the suspect, location and weapon, they move their token to the epilogue board and receive one clairvoyancy point for each hour remaining on the clock. They can still use their remaining clairvoyancy tokens to score additional points.&#10;&#10;If one or more mediums fail to identify their proper suspect, location and weapon before the end of the seventh hour, then the ghost has failed and dissipates, leaving the mystery unsolved. If, however, they have all succeeded, then the ghost has recovered enough of its memory to identify the culprit.&#10;&#10;Mediums then group their suspect, location and weapon cards on the table and place a number by each group. The ghost then selects one group, places the matching culprit number face down on the epilogue board, picks three vision cards &mdash; one for the suspect, one for the location, and one for the weapon &mdash; then shuffles these cards. Players who have achieved few clairvoyancy points flip over one vision card at random, then secretly vote on which suspect they think is guilty; players with more points then flip over a second vision card and vote; then those with the most points see the final card and vote.&#10;&#10;If a majority of the mediums have identified the proper suspect, with ties being broken by the vote of the most clairvoyant medium, then the killer has been identified and the ghost can now rest peacefully. If not, well, perhaps you can try again...&#10;&#10;";"Mysterium";2015;7;2;42;42;42;10;"['Deduction', 'Horror', 'Murder/Mystery', 'Party Game']";"['Communication Limits', 'Cooperative Game', 'Deduction', 'Finale Ending', 'Hand Management', 'Pattern Recognition', 'Storytelling', 'Voting']";"['Oleksandr Nevskiy', 'Oleg Sidorenko']";"['Igor Burlakov', 'Xavier Collette', 'Oleksandr Nevskiy', 'Oleg Sidorenko']";"['Libellud', 'ADC Blackfire Entertainment', 'Asmodee', 'Asmodee China', 'Enigma (Bergsala Enigma)', 'Esdevium', 'F2Z Digital Media Inc.', 'Filosofia Éditions', 'Galápagos Jogos', 'Gém Klub Kft.', 'GoKids 玩樂小子', 'Kaissa Chess & Games', 'Lautapelit.fi', 'Morapiaf', 'Z-Man Games']";41184;7.23564;66672;1057;598;7868;885;1.9017
0;205637;"Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between role-playing and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness!&#10;&#10;In the game, you and your friend (or up to three friends with two Core Sets) become characters within the quiet New England town of Arkham. You have your talents, sure, but you also have your flaws. Perhaps you've dabbled a little too much in the writings of the Necronomicon, and its words continue to haunt you. Perhaps you feel compelled to cover up any signs of otherworldly evils, hampering your own investigations in order to protect the quiet confidence of the greater population. Perhaps you'll be scarred by your encounters with a ghoulish cult.&#10;&#10;No matter what compels you, no matter what haunts you, you'll find both your strengths and weaknesses reflected in your custom deck of cards, and these cards will be your resources as you work with your friends to unravel the world's most terrifying mysteries.&#10;&#10;Each of your adventures in Arkham Horror LCG carries you deeper into mystery. You'll find cultists and foul rituals. You'll find haunted houses and strange creatures. And you may find signs of the Ancient Ones straining against the barriers to our world...&#10;&#10;The basic mode of play in Arkham LCG is not the adventure, but the campaign. You might be scarred by your adventures, your sanity may be strained, and you may alter Arkham's landscape, burning buildings to the ground. All your choices and actions have consequences that reach far beyond the immediate resolution of the scenario at hand&mdash;and your actions may earn you valuable experience with which you can better prepare yourself for the adventures that still lie before you.&#10;&#10;";"Arkham Horror: The Card Game";2016;2;1;120;60;120;14;"['Adventure', 'Card Game', 'Collectible Components', 'Exploration', 'Horror', 'Novel-based']";"['Action Points', 'Area Movement', 'Communication Limits', 'Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Map Deformation', 'Modular Board', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']";"['Nate French', 'Maxine Juniper Newman', 'Matthew J. Newman']";"['Christopher Hosch', 'Marcin Jakubowski', 'Ignacio Bazán Lazcano', 'Henning Ludvigsen', 'Mercedes Opheim', 'Zoe Robinson', 'Evan Simonet']";"['Fantasy Flight Games', 'Arclight Games', 'Asmodee', 'Asmodee China', 'Asmodee Italia', 'Asterion Press', 'Edge Entertainment', 'Galakta', 'Galápagos Jogos', 'Heidelberger Spieleverlag', 'Hobby World', 'Korea Boardgames Co., Ltd.', 'Ігромаг']";40330;8.1395;71027;958;739;9819;1316;3.5281
0;41114;"The Empire must fall. Our mission must succeed. By destroying their key bases, we will shatter Imperial strength and liberate our people. Yet spies have infiltrated our ranks, ready for sabotage. We must unmask them. In five nights we reshape destiny or die trying. We are the Resistance!&#10;&#10;The Resistance is a party game of social deduction. It is designed for five to ten players, lasts about 30 minutes, and has no player elimination. The Resistance is inspired by Mafia/Werewolf, yet it is unique in its core mechanics, which increase the resources for informed decisions, intensify player interaction, and eliminate player elimination.&#10;&#10;Players are either Resistance Operatives or Imperial Spies. For three to five rounds, they must depend on each other to carry out missions against the Empire. At the same time, they must try to deduce the other players&rsquo; identities and gain their trust. Each round begins with discussion. When ready, the Leader entrusts sets of Plans to a certain number of players (possibly including himself/herself). Everyone votes on whether or not to approve the assignment. Once an assignment passes, the chosen players secretly decide to Support or Sabotage the mission. Based on the results, the mission succeeds (Resistance win) or fails (Empire win). When a team wins three missions, they have won the game.&#10;&#10;Rule Correction:&#10;&#10;For first printing (2010 purchases), the expansion rules should read: &quot;Games of 5-6 players use 7 plot cards, games with 7+ players use all 15 Plot Cards.&quot; and &quot;...each Round, the leader draws Plot cards (1 for 5-6 players, 2 for 7-8 players, and 3 for 9-10 players)&quot; - This has been corrected in the subsequent printings.&#10;&#10;";"The Resistance";2009;10;5;30;30;30;13;"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game', 'Print & Play', 'Science Fiction', 'Spies/Secret Agents']";"['Hidden Roles', 'Memory', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Voting']";"['Don Eskridge']";"['Luis Francisco', 'Luis Franco', 'Piotr Haraszczak', 'Jihoon Jang', 'Maryam Khatoon', 'Jordy Knoop', 'Vinh Mac', 'Alex Murur', 'Jarek Nocoń', 'George Patsouras', 'Michael Rasmussen', 'Jordan Saia', 'Luis Thomas']";"['Indie Boards & Cards', '(Web published)', '999 Games', 'Devir', 'Edge Entertainment', 'Enigma (Bergsala Enigma)', 'Fantasmagoria', 'Galápagos Jogos', 'Heidelberger Spieleverlag', 'Hobby Japan', 'HomoLudicus', 'Lex Games', 'Magellan', 'Matagot', 'MINDOK', 'NeoTroy Games', 'Portal Games', 'Raven Distribution', 'Wargames Club Publishing']";39767;7.22646;62609;1643;264;3920;1541;1.5951
