"";"id";"jogoAno";"jogoIdade";"jogoTempJogo";"jogoQtJogadores";"jogoMiolosDesigner";"jogoMiolosArtista";"jogoMiolosEditora";"jogoStatTem";"jogoStatQuer";"jogoStatTeve";"jogoStatFavorito";"jogoResumoTexto"
0;25;"2012";"Idade  12 + ";"150 min";"2 a 4 jogadores ";"Roberto Di Meglio";"John Howe";"Devir Brasil";"967";"1238";"232";"208";"Em Guerra do Anel, um jogador assume o controle dos Povos Livres, o outro jogador controla exércitos da Sombra.Inicialmente, os povos livres estão relutantes em tomar armas contra Sauron, então eles devem ser atacados por Sauron ou persuadidos por Gandalf e outros companheiros, antes de começar a lutar corretamente.O jogo pode ser ganho por uma vitória militar, se Sauron conquista um certo número de cidades e fortalezas. Mas a verdadeira esperança dos povos livres encontra-se com a missão do Portador do Anel: enquanto os exércitos se chocam em toda a Terra-média, a Sociedade do Anel está tentando chegar secretamente à Montanha da Perdição para destruir o Um Anel. Sauron não tem conhecimento da verdadeira intenção dos seus inimigos, mas está procurando por toda Terra-Média pelo o precioso Anel, de modo que a Sociedade vai enfrentar perigos em seu caminho. O jogador dos Povos Livres deve equilibrar a necessidade de proteger os Portadores do Anel (Frodo & Sam) com os companheiros da Sociedade do Anel, ou enviá-los para estimular e ajudar as nações livres na luta contra Sauron, em uma tentativa de levantar uma defesa adequada contra os exércitos da Sombra, de modo que a Terra Média não seja dominada antes do Portador do Anel completar sua missão.O jogo gira em torno da rolagem de dados de Ação: cada dado corresponde a uma ação que um jogador pode fazer durante um turno. Dependendo do lado rolado em cada dado, diferentes ações são possíveis (exércitos em movimento, personagens, tropas de recrutamento, Política).Dados de ação também são usados para comprar ou jogar cartas de eventos. Cartas de Eventos são jogadas para representar eventos específicos da história (ou eventos que poderiam ter acontecido), que não pode ser retratado através das regras normais do jogo. Cada carta de evento também pode criar uma reviravolta inesperada no jogo, permitindo ações especiais ou alterar o curso de uma batalha.LUDOSTORER$ 849,55 (no boleto)Comprar  Editora NacionalDevir BrasilDependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasControle/Influência de Área, Jogadores com Diferentes Habilidades, Movimento de Área, Ordem de Fases Variável, Rolagem de DadosCategoriasJogo de Dados, Jogo de Guerra, Miniaturas, Jogo Assimétrico TemasAventura, Guerra, Medieval, Fantasia, Literatura"
0;26;"2015";"Idade  13 + ";"60 min";"2 a 4 jogadores ";"Rob Daviau";"Chris Quilliams";"Devir Brasil";"1294";"1181";"193";"186";"O mundo está à beira de um desastre. Em Pandemic Legacy, sua equipe de combate a doenças deve manter quatro doenças mortais na baía por um ano inteiro. A cada mês terão novas surpresas, e suas ações em cada jogada terá repercussões sobre a próxima. Você vai deixar que as cidades caiam para as doenças? A sua equipe será suficiente para manter os vírus na baía por um ano inteiro?Crie sua própria experiência com Pandemic Legacy:• Uma mudança épica sobre os mecanismos clássicos de Pandemic.• Elementos em constante mudança significa que cada jogo será exclusivo para o seu grupo.• Molde o mundo, os personagens, e até mesmo as doenças.Pandemic Legacy começa com o que será um dos piores anos da história humana. Se é o pior ano os jogadores têm de se unir para salvar o mundo. Ao contrário de Pandemic, as medidas tomadas num jogo de Pandemic Legacy afetam todos os jogos futuros. Os personagens vão mudar. Alguns podem ser perdidos. Heróis surgirão. E, claro, há as doenças, que começam sob controle, mas em breve...**************************************************************************Indicado ao Prêmio Ludopedia Jogo do Ano 2015**************************************************************************LUDOSTORER$ 119,11 (no boleto)Comprar  Editora NacionalDevir BrasilStatus Nacional Lançado (2015)     Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasGestão de Mão, Colecionar Componentes, Negociação, Cooperativo, Jogadores com Diferentes Habilidades, Movimento Ponto-a-Ponto, Sistema de Pontos de AçãoCategoriasCampanha, Legacy TemasMeio Ambiente, Ciências"
0;27;"2018";"Idade  13 + ";"90 min";"2 a 4 jogadores ";"Cole Wehrle";"Kyle Ferrin";"Meeple BR Jogos";"1801";"1448";"207";"295";"Root é um jogo de aventura onde 2 a 4 jogadores lutam pelo controle de uma vasta região selvagem.A nefasta Marquise de Cat se apropriou da grande floresta, com a intenção de colher suas riquezas. Sob o seu governo, as muitas criaturas da floresta se uniram. Esta Aliança procurará fortalecer seus recursos e subverter a regra dos Gatos. Neste esforço, a Aliança pode alistar a ajuda dos vagabundos errantes. Embora alguns possam simpatizar com as esperanças e os sonhos da Aliança, esses vagabundos têm idade suficiente para se lembrar dos grandes pássaros de rapina.Enquanto isso, na borda da região, os orgulhosos disputam. O palco é definido para um concurso que é o destino da grande floresta. Cabe aos jogadores decidir qual grupo irá finalmente se enraizar.Root representa o próximo passo no desenvolvimento de design assimétrico. Como Vast: The Crystal Caverns, cada jogador de Root tem capacidades únicas e uma condição de vitória diferente. Agora, com a ajuda de cartas lindas com multiusos, um design verdadeiramente assimétrico nunca foi mais acessível.**************************************************************************Indicado ao Prêmio Ludopedia Jogo Expert do Ano 2019Indicado ao Prêmio Ludopedia Jogo Expert do Ano 2019 - Voto Popular**************************************************************************LUDOSTORER$ 240,50 (no boleto)Comprar  Editora NacionalMeeple BR JogosStatus Nacional Lançado (Junho/2019)     Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasControle/Influência de Área, Gestão de Mão, Movimento de Área, Jogadores com Diferentes Habilidades, Movimento Ponto-a-Ponto, Rolagem de DadosCategoriasJogo Assimétrico TemasFantasia, Guerra, Animais"
0;28;"2011";"Idade  14 + ";"150 min";"1 a 4 jogadores ";"Vlaada Chvátil";"J. Lonnee";"REXhry";"743";"1017";"256";"229";"O Mage Knight Board Game coloca você no controle de um dos quatro poderosos cavaleiros mágicos para explorar (e conquistar) um canto do universo de Mage Knight sob o controle do Império Atlante. Construa o seu exército, encha seu deck com feitiços poderosos e ações, explore cavernas e masmorras, e, eventualmente, conquiste cidades controladas por poderosas facções! Embora os jogadores adversários possam ser aliados poderosos, apenas um será capaz de reivindicar a terra como sua, no final de cada campanha. Combinando elementos de RPG, jogos de tabuleiro e construção de deck tradicional, este jogo capta a rica história do universo de Mage Knight, proporcionando de tudo um pouco em uma única caixa.LUDOSTORER$ 599,90 (no boleto)Comprar  Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasGestão de Mão, Construção de Baralho/Peças, Cooperativo, Jogadores com Diferentes Habilidades, Movimento de Área, Rolagem de Dados, RPG, Tabuleiro ModularCategoriasMiniaturas TemasAventura, Luta / Artes Marciais, Fantasia"
0;29;"2016";"Idade  13 + ";"60 min";"2 a 4 jogadores ";"Paul Dennen";"Rayph Beisner";"Conclave Editora";"1312";"1568";"214";"239";"Assalte seu caminho para a aventura no jogo de tabuleiro com construção de baralho Clank!. Invada silenciosamente o covil montanhoso do dragão irritado para roubar preciosos artefatos. Se aventure nas profundezas do covil para encontrar um saque ainda mais valioso. Adquira cartas para seu deck e veja suas habilidades ladinas crescerem.Seja rápido e silencioso. Um passo em falso e CLANK! Cada som descuidado chama a atenção do dragão, e cada artefato roubado aumenta a sua fúria. Você vai poder aproveitar seu saque somente se você sair vivo das profundezas!**************************************************************************Indicado ao Prêmio Ludopedia Jogo Expert do Ano 2018Indicado ao Prêmio Ludopedia Jogo Expert do Ano 2018 - Voto Popular**************************************************************************LUDOSTORER$ 573,00 (no boleto)Comprar  Editora NacionalConclave EditoraStatus Nacional Lançado (Novembro/2018)     Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasConstrução de Baralho/Peças, Eliminação de Jogadores, Force sua sorte, Movimento Ponto-a-PontoCategoriasDungeon Crawler TemasAventura, Fantasia"
0;30;"2017";"Idade  8 + ";"30 min";"2 a 4 jogadores ";"Michael Kiesling";"Philippe Guérin";"Galápagos";"4333";"2217";"302";"565";"Introduzidos pelos mouros, os azulejos (originalmente azulejos brancos e azuis) foram completamente aceitos pelos portugueses quando seu rei Manuel I, em visita ao palácio de Alhambra no sul da Espanha, ficou fascinado com a beleza deslumbrante dos azulejos decorativos mouros. O rei, impressionado pela beleza interior de Alhambra, ordenou imediatamente que seu próprio palácio em Portugal fosse decorado com azulejos de parede semelhantes. Como artista de azulejos, Azul leva você a embelezar as paredes do Palácio Real de Évora.No jogo, os jogadores se revezam, comprando tiles coloridos dos fornecedores para seu próprio tabuleiro. Mais tarde na rodada, os jogadores marcam pontos com base em como eles colocaram seus azulejos para decorar o palácio. Pontos extras são pontuados para padrões específicos e conjuntos completos; os suprimentos desperdiçados danificam a pontuação do jogador. Ganha o jogador com mais pontos no final do jogo.******************************************************************Vencedor do Spiel des Jahres (Jogo do Ano) em 2018Vencedor do Prêmio Ludopedia Jogo Família do Ano 2018Vencedor do Prêmio Ludopedia Jogo Família do Ano 2018 - Voto Popular******************************************************************LUDOSTORER$ 240,50 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (Abril/2018)     Dependência de Idioma Nenhuma DomíniosJogos Família MecânicasColecionar Componentes, Colocação de Peças, Construção a partir de ModeloCategoriasEstratégia Abstrata Temas"
0;31;"2015";"Idade  12 + ";"60 min";"2 a 4 jogadores ";"Simone Luciani";"Dennis Lohausen";"Devir Brasil";"1620";"1178";"353";"322";"Em 1271, Marco Polo com 17 anos começou uma viagem para a China com seu pai e seu tio. Depois de uma viagem longa e cansativa, que passou por Jerusalém e Mesopotâmia ao longo da ""Rota da Seda"", chegou à corte de Kublai Khan em 1275.Em The Voyages of Marco Polo, os jogadores recriam esta jornada, com cada jogador sendo um personagem diferente com poderes especiais no jogo. O jogo é jogado ao longo de cinco rodadas. A cada rodada, os jogadores lançam seus cinco dados pessoais e podem executar uma ação com eles. As cinco ações principais são mostradas na parte inferior do tabuleiro:- Obter recursos com 1-3 dados, dependendo do valor do recurso (camelos, pimenta, seda, ouro). O primeiro jogador para cada recurso recebe-os de graça; os posteriores têm de pagar de acordo com o valor indicado no dado.- Pegar um recurso de sua escolha e dois camelos. Cada jogador define o valor mínimo para os futuros dados.- Ganhar dinheiro, com qualquer dado fornecendo cinco dinheiros.- As ordens de compra: Para atender a um pedido, os jogadores têm que gastar recursos para pontos de vitória.- Viajar: Dois dados são colocados para desbloquear a distância que pode ser percorrida na parte superior do mapa no tabuleiro. Aqui, a peça viajante de cada jogador começa em Veneza e podem decidir entre várias rotas para o leste, por todo o caminho até Pequim. Quando um viajante pára em uma cidade, eles podem colocar um marcador lá, dando-lhes acesso a uma ação adicional diferente para o resto do jogo.Depois de cinco rodadas, o jogo termina com os jogadores recebendo pontos de vitória por chegar a Pequim, cumprindo a maioria dos pedidos, e de ter atingido as cidades com cartas secretas da cidade que cada jogador recebe no início do jogo; esses pontos são adicionados aos pontos de vitória adquiridos durante o jogo.**************************************************************************Indicado ao Prêmio Ludopedia Jogo do Ano 2016**************************************************************************LUDOSTORER$ 292,75 (no boleto)Comprar  Editora NacionalDevir BrasilStatus Nacional Lançado (Abril/2016)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasJogadores com Diferentes Habilidades, Rolagem de Dados, Alocação de Trabalhadores, Colecionar Componentes, Movimento Ponto-a-Ponto, Seleção de CartasCategoriasJogo de Dados TemasMedieval, Transportes"
0;32;"2011";"Idade  14 + ";"90 min";"2 a 4 jogadores ";"Stefan Feld";"Jo Hartwig";"Gigante Jogos";"1119";"972";"208";"184";"Marcus Ulpius Nerva Traianus Augustus, o 13º imperador do Império de Roma nos anos de 98 a 117. Este imperador também era conhecido como Trajan, que dá nome ao título deste jogo de Stefan Feld.Situado na antiga Roma, Trajan é um jogo de desenvolvimento em que os jogadores tentam aumentar a sua influência e poder em diversas áreas da vida romana, como influência política, o comércio, o domínio militar e outras partes importantes da cultura romana.O mecanismo central do jogo usa um sistema semelhante ao de Mancala ou jogos pit-e-seixos. Em Trajan, um jogador tem seis ações possíveis: construção, comércio, levar peças do fórum, uso militar, influenciando o Senado, e colocando peças de Trajan em seu tabuleiro pessoal.O tempo de jogo é de 30 minutos por jogador.LUDOSTORER$ 44,44 (no boleto)Comprar  Editora NacionalGigante JogosStatus Nacional Lançado (Abril/2017)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasGestão de Mão, Alocação de Trabalhadores, Colecionar Componentes, Movimento de Área, Seleção de CartasCategoriasTemasHistória, Política"
0;33;"2015";"Idade  14 + ";"90 min";"1 a 6 jogadores ";"Morten Monrad Pedersen";"Beth Sobel";"Grok Games";"2118";"1374";"242";"308";"Em Viticulture, os jogadores assumem os papéis de pessoas da rústica Toscana, que herdaram vinhas escassas. Eles têm algumas parcelas de terra, uma pequena adega, e três trabalhadores. Cada um tem um sonho de ser o primeiro a fazer sucesso com sua adega.Os jogadores determinam como eles querem alocar seus trabalhadores ao longo do ano. Cada temporada é diferente em uma vinha, de modo que os trabalhadores têm diferentes tarefas que podem fazer no verão e no inverno. Há competição sobre essas tarefas, e muitas vezes o primeiro trabalhador a chegar ao trabalho tem uma vantagem sobre os trabalhadores subsequentes.Felizmente para os jogadores, as pessoas gostam de visitar vinícolas, e acontece que muitos desses visitantes estão dispostos a ajudar enquanto visitam. Suas visitas (na forma de cartas) são breves, mas pode ser muito útil.Usando esses trabalhadores e visitantes, os jogadores podem expandir as suas vinhas através da construção de estruturas e de plantação de vinha (cartas de videira) e preencher ordens de vinho, os jogadores trabalham com o objetivo de ser a vinícola mais bem sucedida da Toscana.Viticulture - Essential Edition vem com os componentes do Viticulture, mas adiciona algumas expansões do Tuscany (Mama & Papa, Fields, Automa, Advanced Visitors + Extra Visitors) e alguns ajustes de regras.LUDOSTORER$ 288,00 (no boleto)Comprar  Editora NacionalGrok GamesStatus Nacional Lançado (Abril/2017)     Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasGestão de Mão, Alocação de Trabalhadores, Linha de Tempo, Ordem de Fases VariávelCategoriasTemasEconomia / Produção"
0;34;"2005";"Idade  8 + ";"60 min";"2 a 5 jogadores ";"Alan R. Moon";"Julien Delval";"Galápagos";"3641";"1783";"413";"482";"Ticket to Ride: Europe leva você em uma nova aventura de trem pela Europa. De Edimburgo a Constantinopla e de Lisboa a Moscou, você vai visitar grandes cidades da Europa. Mais do que apenas um novo mapa, Ticket to Ride: Europe dispõe de novos elementos de jogabilidade, incluindo túneis e estações de trem. O jogo também inclui cartas de maior formato e peças de jogo Estação de Trem.Ticket to Ride: Europe é um jogo completo. Não há necessidade de ter o jogo base Ticket to Ride.LUDOSTORER$ 277,45 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (2015)     Dependência de Idioma Nenhuma DomíniosJogos Família MecânicasGestão de Mão, Colocação de Peças, Construção de Rotas, Seleção de CartasCategoriasJogo de Entrada TemasTransportes"
0;35;"2018";"Idade  12 + ";"120 min";"1 a 4 jogadores ";"Daniele Tascini";"Odysseas Stamoglou";"Bucaneiros Jogos";"999";"774";"120";"127";"Volte no tempo milhares de anos para a maior cidade dos astecas. Testemunhe a glória e o crepúsculo da poderosa civilização pré-colombiana. Estratégia para acumular riquezas, ganhar o favor dos deuses e se tornar o construtor da magnífica Pirâmide do Sol.Em Teotihuacan: City of the Gods, cada jogador controla um conjunto de dados de trabalhadores, que crescem em força com cada movimento. Na sua vez, você move um trabalhador em torno de um tabuleiro modular, sempre escolhendo uma das duas áreas do tile de localização em que você pousa: uma que lhe oferece uma ação (e uma atualização de trabalhador), a outra fornecendo um bônus poderoso (mas sem uma atualização).Ao gerenciar sua força de trabalho e recursos, os jogadores desenvolvem novas tecnologias, escalam os passos dos três grandes templos, constroem casas para os habitantes da cidade e elevam a pirâmide do sol lendária e deslumbrante no centro da cidade.*Ganhador do selo De Quem é A Vez Incrível 2022* (24/01/2022)LUDOSTORER$ 44,44 (no boleto)Comprar  Editora NacionalBucaneiros JogosStatus Nacional Lançado (Junho/2019)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Colecionar Componentes, Colocação de Peças, Movimento de Área, Movimento Ponto-a-Ponto, Gestão de MãoCategoriasJogo de Dados TemasHistória"
0;36;"2013";"Idade  14 + ";"210 min";"1 a 7 jogadores ";"Uwe Rosenberg";"Klemens Franz";"Galápagos";"855";"1825";"192";"199";"Seguindo na mesma linha do seu antecessor Agricola, Caverna: The Cave Farmers é um jogo de alocação de trabalhadores com foco na agricultura. Os jogadores começam o jogo com um fazendeiro e sua esposa, e cada membro da família representa uma ação que o jogador pode fazer a cada turno. Os jogadores também podem expandir a sua família durante o constante crescimento de sua fazenda.Caverna: The Cave Farmers é uma reformulação completa de Agricola que substitui os baralhos de cartas do jogo anterior, com um conjunto de edifícios ao adicionar a capacidade de comprar armas e enviar seus agricultores em missões para ganhar mais recursos. O designer Uwe Rosenberg diz que o jogo inclui partes do Agricola, mas também tem novas ideias, especialmente a parte da caverna do seu tabuleiro de jogo, onde você pode construir minas e buscar por rubis. O jogo também inclui dois novos animais: cães e jumentos.LUDOSTORER$ 601,50 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Anunciado (2022)     Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Colocação de PeçasCategoriasTemasAnimais, Economia / Produção, Fantasia"
0;37;"2019";"Idade  10 + ";"45 min";"2 a 4 jogadores ";"Michael Kiesling";"Chris Quilliams";"Galápagos";"895";"667";"63";"69";"Na virada do século XVI, o rei Manuel I encomendou aos maiores artesãos de Portugal a construção de edifícios grandiosos. Depois de completar os Palácios de Évora e Sintra, o rei procurou construir um pavilhão de verão para homenagear os membros mais famosos da família real. Esta construção foi projetada para os artesãos mais talentosos - cujas habilidades atendem ao esplendor que a família real merece. Infelizmente, o rei Manuel I morreu antes de começar a construção.Em Azul: Summer Pavilion , os jogadores retornam a Portugal para realizar a tarefa que nunca começou. Como um mestre artesão, você deve usar os melhores materiais para criar o pavilhão de verão, evitando cuidadosamente desperdiçar suprimentos. Somente os melhores enfrentarão o desafio de homenagear a família real portuguesa.Azul: o Pavilhão de Verão dura seis rodadas e, em cada rodada, os jogadores tiram ladrilhos e os colocam em seu tabuleiro individual para marcar pontos. Cada uma das seis cores dos azulejos é coringa durante uma das rodadas.LUDOSTORER$ 277,45 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (Maio/2020)     Dependência de Idioma Nenhuma DomíniosJogos Família MecânicasColecionar Componentes, Construção a partir de ModeloCategoriasEstratégia Abstrata TemasArte"
0;38;"2021";"Idade  14 + ";"240 min";"2 a 4 jogadores ";"Christian Marcussen";"Galápagos";"Galápagos";"306";"417";"10";"50";"Clash of Cultures: Monumental Edition traz de volta o clássico jogo de exploração, expansão e desenvolvimento com o jogo base Clash of Cultures e a expansão Civilizations and Aztecs em uma caixa! Cresça sua civilização, melhore sua cultura e tecnologia e deixe sua marca construindo maravilhas, com esta edição do jogo, incluindo miniaturas totalmente esculpidas das Sete Maravilhas. Em Clash of Cultures, cada jogador lidera uma civilização de um único assentamento para um poderoso império. Os jogadores devem explorar seus arredores, construir grandes cidades, pesquisar avanços e conquistar aqueles que se interpõem no caminho. O jogo apresenta um tabuleiro modular para os jogadores explorarem, 48 avanços distintos, sete maravilhas poderosas e um monte de miniaturas e cartões. O vencedor criará uma cultura que será lembrada e admirada por milênios.LUDOSTORER$ 905,50 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (Novembro/2021)     Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasGestão de Mão, Movimento em Grades, Rolagem de Dados, Jogadores com Diferentes Habilidades, Negociação, Tabuleiro Modular, Sistema de Pontos de AçãoCategorias4x, Miniaturas TemasCivilização, Economia / Produção"
0;39;"2015";"Idade  12 + ";"150 min";"2 a 4 jogadores ";"Alexander Pfister";"Klemens Franz";"Meeple BR Jogos";"1002";"977";"244";"136";"Em Mombasa, os jogadores adquirem partes de companhias baseadas em Mombasa, Cape Town, Saint-Louis e Cairo, e propagarão postos de troca destas companhias através de toda África para ganharem mais dinheiro.Mombasa tem uma característica única, um mecanismo de mão com display rotativo que dirige a partida. Cada turno os jogadores escolhem cartas de ação de suas mãos, então as revelam simultaneamente e executam suas ações. Estas cartas são então colocadas em uma pilha de descarte, e as cartas jogadas anteriormente são recuperadas para o próximo turno.Cada companhia possui uma pista de dupla face, portanto o jogo irá variar dependendo de qual face for revelada e em qual companhia foi colocada.LUDOSTORER$ 372,45 (no boleto)Comprar  Editora NacionalMeeple BR JogosStatus Nacional Lançado (Janeiro/2017)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasMercado de Ações, Ação Simultânea, Ação / Movimento Programado, Construção de Baralho/PeçasCategoriasTemasEconomia / Produção"
0;40;"2019";"Idade  14 + ";"100 min";"1 a 4 jogadores ";"Tommaso Battista";"Antonio De Luca";"Galápagos";"694";"789";"51";"93";"Na década de 1930 distópica, a revolução industrial levou ao limite a exploração de recursos baseados em fósseis, e agora apenas energia hidrelétrica poderosa e ilimitada está disponível para satisfazer a sede de poder das máquinas massivas e progresso de engenharia imparável.Barrage é um jogo de gerenciamento de recursos e posicionamento estratégico no qual os jogadores competem para construir suas barragens majestosas, aumentá-las para aumentar sua capacidade de armazenamento de água preciosa e fornecer toda a energia potencial através de túneis de pressão conectados a turbinas de energia. Cada jogador representa uma das empresas internacionais que estão reunindo máquinas, patentes inovadoras e engenheiros brilhantes para reivindicar os melhores locais para capturar e explorar o poder da água de uma região alpina disputada atravessada por rios.Barrage inclui dois mecanismos inovadores e desafiadores. Primeiro, a roda de construção tem que ser gerenciada por jogadores para planejar cuidadosamente suas ações e lidar com suas máquinas, uma vez que tanto os seus tokens de ação quanto os recursos são armazenados na roda e voltam somente após a rodada completa da roda. Quanto mais você construir e executar a manutenção em sua roda, mais cedo os recursos e ações retornarão a você.Em segundo lugar, o fluxo de água nos rios representados na placa é um recurso compartilhado e contestado. Os jogadores têm de interceptar e armazenar o máximo de água possível, construir barragens (as barragens a montante são caras, mas podem bloquear parte da água antes de chegar às barragens a jusante), elevar suas represas para aumentar a capacidade e construir longos túneis para desviar água para suas casas de força. A água nunca é consumida - seu fluxo é usado apenas para produzir energia - e liberada nos rios, então você tem que posicionar estrategicamente suas represas para recuperar a água desviada por você e por outros jogadores.Em cinco rodadas, os jogadores devem cumprir os requisitos de energia representados por uma faixa de poder competitiva comum e atender a solicitações específicas de contratos pessoais. Ao mesmo tempo, ao colocar um número limitado de engenheiros, eles tentam aumentar suas máquinas para adquirir novas e mais eficientes ações de construção e para construir e ativar edifícios de efeitos especiais exclusivos para personalizar sua própria estratégia de desenvolvimento.LUDOSTORER$ 435,78 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (Janeiro/2021)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasAção / Movimento Programado, Alocação de Trabalhadores, Construção de Rotas, Jogadores com Diferentes HabilidadesCategoriasTemasMeio Ambiente, Economia / Produção"
0;41;"2020";"Idade  12 + ";"70 min";"1 a 4 jogadores ";"Elwen";"Jiří Kůs";"Devir Brasil";"606";"914";"21";"81";"Em uma ilha desabitada em mares desconhecidos, os exploradores encontraram vestígios de uma grande civilização. Agora você vai liderar uma expedição para explorar a ilha, encontrar artefatos perdidos e enfrentar guardiões temíveis, tudo em uma missão para aprender os segredos da ilha.Lost Ruins of Arnak combina construção de deck e alocação de trabalhadores em um jogo de exploração, gerenciamento de recursos e descoberta. Além dos efeitos tradicionais de construção de deck, as cartas também podem ser usadas para posicionar trabalhadores, e novas ações de trabalhadores tornam-se disponíveis conforme os jogadores exploram a ilha. Algumas dessas ações requerem recursos em vez de trabalhadores, portanto, construir uma base sólida de recursos será essencial. Você está limitado a apenas uma ação por turno, então faça sua escolha com cuidado ... qual ação o beneficiará mais agora? E o que você pode fazer mais tarde ... presumindo que outra pessoa não tome a ação primeiro !?Os baralhos são pequenos e a aleatoriedade no jogo é fortemente mitigada pela riqueza de decisões táticas oferecidas no tabuleiro. Com uma variedade de ações do trabalhador, artefatos e cartas de equipamento, a configuração de cada jogo será única, incentivando os jogadores a explorar novas estratégias para enfrentar o desafio.Descubra as ruínas perdidas de Arnak!LUDOSTORER$ 497,00 (no boleto)Comprar  Editora NacionalDevir BrasilStatus Nacional Lançado (Setembro/2021)     Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Construção de Baralho/PeçasCategoriasJogo de Cartas TemasAventura"
0;42;"2012";"Idade  13 + ";"90 min";"2 a 4 jogadores ";"Simone Luciani";"Milan Vavron";"Devir Brasil";"1434";"1184";"214";"194";"Tzolkin: The Mayan Calendar apresenta um novo mecanismo de jogo: a colocação do trabalhador dinâmico. Jogadores que representam diferentes tribos maias colocam os seus trabalhadores em gigantes engrenagens conectadas, e as engrenagens giram com eles e levam os trabalhadores para pontos de ação diferentes.Durante um turno, os jogadores podem colocar um ou mais trabalhadores no menor ponto visível das engrenagens ou pegar um ou mais trabalhadores.Quando da colocação de trabalhadores, eles devem pagar o milho, que é usado como moeda no jogo. Quando pegar um trabalhador, eles executam determinadas ações, dependendo da posição do trabalhador.O jogo termina após uma rotação completa da engrenagem central de Tzolkin. Há muitos caminhos para a vitória. Agradar os deuses, colocando crânios de cristal em cavernas profundas ou a construção de muitos templos são apenas dois dos muitos caminhos…**************************************************************************Indicado ao Prêmio Ludopedia Jogo Expert do Ano 2018 - Voto Popular**************************************************************************LUDOSTORER$ 335,50 (no boleto)Comprar  Editora NacionalDevir BrasilStatus Nacional Lançado (Junho/2018)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasColecionar Componentes, Alocação de TrabalhadoresCategoriasTemasHistória, Economia / Produção, Mitologia, Civilização"
0;43;"2021";"Idade  14 + ";"100 min";"1 a 4 jogadores ";"José R. Mendes";"Carlos E. Justino";"Meeple BR Jogos";"1159";"995";"49";"125";"Construa o império mais próspero das Américas e seja coroado Imperador!Em BRAZIL: Imperial você assumirá o papel de um dos grandes monarcas do passado. Durante as 3 Eras históricas do jogo, construa um grande império produzindo Recursos, Ouro e Ciência. Defenda seu território e ganhe novas tecnologias trazendo os grandes heróis do Novo Mundo para o seu lado. No fim, aquele que possuir o maior império e mais pontos de vitória será o vencedor!Há muito tempo, o Brazil costumava ter outro nome, mas ainda hoje possui o mesmo desafio: uma terra vasta e rica que precisa de um hábil líder para construir o mais próspero império que já se ouviu falar... Mas por que BraZil está escrito com “Z”? Porque era assim que se escrevia nos tempos do Império. Foi apenas no Século XX que houve um acordo ortográfico com Portugal e assim mudaram definitivamente o nome do Brasil mais uma vez.O que é um Euro X? Euros são jogos onde iremos coletar e administrar recursos ao mesmo tempo que não dependemos da sorte para vencer. Já em jogos 4X, nós iremos explorar o mapa, expandir nosso território, extrair recursos e exterminar nossos adversários. Um jogo ""Euro X"" será exatamente a combinação perfeita destes dois estilos, porém com poucos combates diretos entre os jogadores, pois o jogo foca na estratégia e administração que encontramos nos Euros. Por outro lado, ele oferece muita liberdade na escolha de Ações e exploração do mapa como nos jogos 4X. Então, para a honra e glória do Império, batizamos esta Nova Terra de Euro X! LUDOSTORER$ 414,66 (no boleto)Comprar  Editora NacionalMeeple BR JogosStatus Nacional Lançado (Dezembro/2021)     Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasColecionar Componentes, Tabuleiro Modular, Controle/Influência de Área, Gestão de Mão, Jogadores com Diferentes Habilidades, Movimento em GradesCategorias4x TemasCultura Brasileira, História, Economia / Produção, Civilização"
