"";"id";"jogoAno";"jogoIdade";"jogoTempJogo";"jogoQtJogadores";"jogoMiolosDesigner";"jogoMiolosArtista";"jogoMiolosEditora";"jogoStatTem";"jogoStatQuer";"jogoStatTeve";"jogoStatFavorito";"jogoResumoTexto"
0;79;"2020";"Idade  12 + ";"90 min";"3 a 5 jogadores ";"Andreas Steding";"Dennis Lohausen";"Galápagos";"450";"355";"36";"33";"O jogo de estratégia premiado com vários prêmios Hansa Teutonica está de volta à edição Big Box, incluindo o jogo base e todas as expansões. No jogo, os jogadores tentam aumentar sua posição como comerciantes na Liga Hanseática, ganhando pontos de prestígio de várias maneiras. Por exemplo, eles podem tentar estabelecer uma rede de escritórios de contagem nas novas cidades da Hansa, ocupando uma rota comercial inteira entre duas cidades - mas antes que isso aconteça, os marcadores de jogadores também podem ser substituídos por outros jogadores. Os jogadores também podem ter como objetivo desenvolver suas habilidades de negociação, melhorando suas habilidades ao longo do curso do jogo. Com apenas duas ações por turno e uma variedade de oportunidades contestadas, cada turno é igualmente rápido e estrategicamente exigente.Hansa Teutonica é um jogo de estratégia altamente interativo, pois os jogadores bloqueiam e se empurram a cada turno, mas também oferece aos jogadores astutos a chance de colocar o bloqueio em uma vantagem. As muitas estratégias possíveis do jogo também podem ser testadas e aperfeiçoadas nos tabuleiros variantes das expansões Britannia e East.LUDOSTORER$ 335,50 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (Julho/2021)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasConstrução de Rotas, Sistema de Pontos de Ação, Controle/Influência de ÁreaCategoriasTemasHistória, Medieval"
0;80;"2018";"Idade  14 + ";"90 min";"2 a 6 jogadores ";"Hervé Lemaître";"Roland MacDonald";"Conclave Editora";"774";"879";"143";"88";"Em Western Legends, os jogadores irão atravessar o Oeste Selvagem como uma das figuras históricas da época (Billy the Kid, Doc Holliday, Calamity Jane, etc.), jogando poker, roubando bancos e evitando o xerife para marcar pontos Lendários. O ambiente do mundo aberto e sandbox permite que os jogadores moldem a paisagem através de suas decisões e se tornem totalmente imersos na paisagem do oeste americano.Essas decisões também podem levar os jogadores no caminho de se tornar um procurado. Uma vez que um jogador se torna ""procurado"" por seus atos desonestos, o xerife local estará atrás dele em busca de uma prisão. Os jogadores também podem tentar capturar procurados para reivindicar a recompensa colocada sobre eles. LUDOSTORER$ 525,50 (no boleto)Comprar  Editora NacionalConclave EditoraStatus Nacional Lançado (Maio/2020)     Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasApostas, Force sua sorte, Pegar e Entregar, Sistema de Pontos de AçãoCategoriasTemasFaroeste"
0;81;"2021";"Idade  7 + ";"45 min";"2 a 5 jogadores ";"Klaus-Jürgen Wrede";"Anne Pätzke";"Devir Brasil";"476";"247";"14";"60";"O clássico jogo Carcassonne está comemorando 20 anos, e traz uma edição especial para os fãs. Inclui o jogo básico e as expansões O Abade e O Rio mais 20 peças totalmente inéditas.Um marcador e 104 cartelas (72 do jogo básico com nova arte). 17 cartelas de rio (para que o rio seja maior e tenha uma extremidade dupla). 15 cartelas da mini expansão comemorativa.E também como de costume, encontrará 40 seguidores e 5 abades, mas dessa vez, você poderá personalizá-los com adesivos. Mas atenção, os adesivos são somente decorativos, não influenciam no jogo, caso não queira usá-los, não há problemas.Por fim, novo manual e folheto! #edição compatível com as expansõesLUDOSTORER$ 240,50 (no boleto)Comprar  Editora NacionalDevir BrasilStatus Nacional Lançado (Agosto/2021)     Dependência de Idioma Nenhuma DomíniosJogos Família MecânicasColocação de Peças, Controle/Influência de ÁreaCategoriasJogo de Entrada TemasMedieval"
0;82;"2011";"Idade  12 + ";"75 min";"2 a 4 jogadores ";"Inka Brand";"Dennis Lohausen";"Fire on Board Jogos";"1288";"1159";"374";"174";"Vida na aldeia é difícil – mas a vida aqui também permite que os habitantes cresçam e prosperem como bem entenderem. Um morador pode querer se tornar um frade. Outro pode sentir-se ambicioso e lutar por uma carreira em cargos públicos. Um terceiro pode querer procurar a sua sorte em terras distantes.Cada jogador irá tomar as rédeas de uma família e encontrar fama e glória de muitas maneiras diferentes. Há uma coisa que você não deve esquecer, no entanto: O tempo não pára e com o tempo as pessoas vão desaparecer.A vitória virá para aqueles que serão imortalizados nas crônicas da aldeia.Village é um jogo cheio de desafios táticos.Um mecanismo de ação inteligente, novo e exclusivo é responsável por manter uma partida rica e cheia de decisões difíceis. Também de maneira única este jogo lida com o assunto delicado da morte, como uma parte natural e perpétua da vida na aldeia.LUDOSTORER$ 409,39 (no boleto)Comprar  Editora NacionalFire on Board JogosStatus Nacional Lançado (Agosto/2016)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Colecionar Componentes, Seleção de CartasCategoriasTemasMedieval, Economia / Produção"
0;83;"2004";"Idade  8 + ";"45 min";"2 a 5 jogadores ";"Alan R. Moon";"Julien Delval";"Galápagos";"3393";"1947";"431";"467";"Com uma jogabilidade elegante, Ticket to Ride pode ser aprendido em 3 minutos, enquanto provê aos jogadores estratégia e decisões táticas todo turno. Jogadores compram cartas de vários tipos de vagões, que devem ser usadas para reivindicar rotas de trens na América do Norte. Quanto maiores as rotas, mais pontos elas valem. Pontos adicionais são dados aqueles que completam os Bilhetes de Destino que conectam as cidades. E o jogador que construir a rota continua mais longa, também ganhara pontos de bônus.“As regras são simples o suficiente para escrever em um bilhete de trem – cada turno você pode : comprar mais cartas, reivindicar uma rota ou pegar Bilhetes de Destino adicionais” diz o autor de Ticket to Ride, Alan R. Moon. “A tensão vem de ser forçado entre balancear a ganância, colocando mais cartas em sua mão, e o medo, perdendo uma rota crítica para um rival.”Ticket to Ride continua a tradição da Days of Wonders em jogos de tabuleiro, trazendo ilustrações e componentes de alta qualidade, incluindo : um grande tabuleiro com o mapa dos Estados Unidos, 225 trens customizados, 144 cartas ilustradas, e marcadores de pontos de madeira.**************************************************************************Indicado ao Prêmio Ludopedia Jogo do Ano 2014**************************************************************************LUDOSTORER$ 250,00 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (2014)     Dependência de Idioma Nenhuma DomíniosJogos Família MecânicasGestão de Mão, Construção de Rotas, Seleção de CartasCategoriasJogo de Entrada TemasTransportes"
0;84;"2014";"Idade  13 + ";"60 min";"2 a 4 jogadores ";"Thiago Aranha";"Andrea Cofrancesco";"Galápagos";"1868";"1211";"427";"348";"Em Arcadia Quest, os jogadores levam alianças de heróis intrépidos em uma campanha épica para destronar o lorde vampiro e recuperar o poderoso Arcadia. Mas só uma guilda pode levá-lo no final, e os jogadores devem lutar uns contra os outros, bem como contra as forças de ocupação monstruosas.Arcadia Quest é um jogo baseado em campanha para 2 a 4 jogadores, onde cada jogador controla uma guilda de três heróis únicos, enfrentando os outros jogadores e os vários monstros controlados pelo jogo. Os jogadores precisam cumprir uma série de missões para ganhar cada cenário e escolher para onde ir na campanha.Os jogadores são capazes de escolher o caminho que a campanha leva, navegar através de seis dos onze cenários disponíveis, de modo que cada vez que a campanha é jogada, ela pode ter uma configuração diferente de cenários. À medida que a campanha avança, os heróis são capazes de adquirir novas armas, equipamentos e habilidades que lhes dão opções poderosas para combater os obstáculos à frente. Além disso, mediante o cumprimento de missões específicas em um cenário, os jogadores desbloqueiam recursos exclusivos em cenários posteriores.LUDOSTORER$ 476,95 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (2016)     Dependência de Idioma Pouco texto, facilmente memorizavel. DomíniosJogos Expert MecânicasMovimento em Grades, Rolagem de Dados, Tabuleiro ModularCategoriasMiniaturas, Dungeon Crawler TemasAventura, Fantasia, Anime / Manga"
0;85;"2008";"Idade  10 + ";"180 min";"3 a 6 jogadores ";"Corey Konieczka";"Kevin Childress";"Fantasy Flight Games";"680";"874";"167";"194";"O jogo ambienta os participantes no seriado Battlestar Galactica e consegue reproduzir as situações que os personagens da TV sofriam durante os episódios. Cada um joga com um personagem da série, divididos em 4 grupos: Líder Político, Líder Militar, Piloto e Suporte.O jogo é cooperativo onde todos os participantes fazem parte da tripulação da espaçonave Battlestar Galactica. Como no seriado, a diversão do jogo é a ameaça Cylon e um ou mais dos jogadores está infiltrado na nave para impedir que os humanos cheguem ao planeta Kobol e ganhem a partida. Os Cylons conseguem se passar por humanos e causam intriga na nave, sabotando e dificultando as tarefas dos humanos.LUDOSTORER$ 953,00 (no boleto)Comprar  Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasGestão de Mão, Jogadores com Diferentes Habilidades, Jogo em Equipe, Seleção de Cartas, Votação, Atuação, Rolagem de Dados, Blefe, Dedução, NegociaçãoCategoriasTemasFicção Científica, Guerra, Cultura Pop ou Geek"
0;86;"2019";"Idade  12 + ";"120 min";"1 a 4 jogadores ";"Shem Phillips";"Mihajlo Dimitrievski";"Meeple BR Jogos";"743";"487";"86";"65";"Paladinos do Reino do Oeste está situado em um momento turbulento da história de França Ocidental, por volta de 900 dC. Apesar dos recentes esforços para desenvolver a cidade, os municípios periféricos ainda estão sob ameaça de forasteiros. Os sarracenos exploram as fronteiras, enquanto os vikings saqueavam a riqueza e o gado. Até mesmo os bizantinos do leste mostraram seu lado mais sombrio. Como nobres homens e mulheres, os jogadores devem reunir trabalhadores da cidade para se defenderem contra inimigos, construir fortificações e espalhar a fé por toda a terra. Felizmente você não está sozinho. Em sua grande sabedoria, o rei enviou seus melhores cavaleiros para ajudar nos nossos esforços. Então prepare os cavalos e afie as espadas. Os paladinos estão se aproximando.O objetivo dos Paladinos do Reino do Oeste é ser o jogador com mais pontos de vitória (VP) no final do jogo. Pontos são obtidos pela construção de postos avançados e fortificações, comissionamento de monges e confrontos com pessoas de fora. A cada rodada, os jogadores irão contar com a ajuda de um paladino específico e reunir os trabalhadores para realizar as tarefas. À medida que o jogo avança, os jogadores vão aumentando lentamente sua fé, força e influência. Não só afetarão sua pontuação final, mas também determinarão o significado de suas ações. O jogo é concluído no final da sétima rodada.LUDOSTORER$ 316,50 (no boleto)Comprar  Editora NacionalMeeple BR JogosStatus Nacional Lançado (Dezembro/2019)     Dependência de Idioma Pouco texto, facilmente memorizavel. DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Construção de Baralho/Peças, Gestão de MãoCategoriasTemasMedieval"
0;87;"2018";"Idade  14 + ";"180 min";"1 a 6 jogadores ";"Nikki Valens";"Anders Finer";"Galápagos";"615";"631";"64";"103";"O ano é 1926, e é o auge da efervescência cultural dos anos vinte. As mulheres dançam até o amanhecer em bares clandestinos esfumaçados, se embriagando com o álcool oferecido por contrabandistas e pela máfia. É a celebração final do pós guerra da Última Das Guerras.No entanto, uma sombra escura cresce na cidade de Arkham. Entidades alienígenas conhecidas como Ancient Ones espreitam no vazio além do espaço e do tempo, contorcendo-se nos limiares entre os mundos. Os rituais ocultos devem ser interrompidos e as criaturas alienígenas destruídas; antes que os Antigos façam do nosso mundo seu domínio.Apenas um grupo de investigadores se posicionam contra os horrores que ameaçam destruir este mundo. Eles prevalecerão?Arkham Horror Third Edition é um jogo de tabuleiro cooperativo para um a seis jogadores que assumem o papel de investigadores tentando livrar o mundo de seres antigos conhecidos como Ancient Ones. Baseado na mitologia de H.P. Lovecraft, os jogadores terão que juntar pistas, derrotar monstros aterrorizantes, e encontrar ferramentas e aliados se quiserem ter alguma chance de derrotar as criaturas que habitam um pouco além do véu da nossa realidade.LUDOSTORER$ 402,00 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (Junho/2019)     Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasCooperativo, Jogadores com Diferentes Habilidades, Rolagem de Dados, Tabuleiro ModularCategoriasJogo Assimétrico TemasAventura, Luta / Artes Marciais, Horror, Literatura"
0;88;"2016";"Idade  14 + ";"30 min";"2 a 4 jogadores ";"Donald X. Vaccarino";"Julien Delval";"Conclave Editora";"766";"824";"126";"119";"Em Dominion, cada jogador começa com um pequeno, mas idêntico monte de cartas. No centro da mesa fica uma seleção de outras cartas que os jogadores podem ""comprar"", pagando o seu custo. Através de sua seleção de cartas, os jogadores constroem seu próprio monte de acordo com o seu gosto. Dominion não é um TCG, mas a mecânica do jogo é semelhante à construção de um baralho TCG. O jogo vem com 500 cartas. Você seleciona 10 dos 25 tipos de cartas para incluir em qualquer jogo, aumentando a rejogabilidade e acrescentando mais variações durante as partidas.Dominion (Second Edition) substitui seis tipos de cartas do Reino da primeira edição com seis novos tipos de cartas do Reino, enquanto também substitui as cartas em branco no jogo com uma sétima nova carta do Reino. Essas novas cartas estão disponíveis por conta própria no Dominion: Update Pack. O livro de regras foi reescrito, três cartas têm mudanças funcionais suaves e outras cartas foram reformuladas (enquanto permanecem funcionalmente iguais).**************************************************************************Indicado ao Prêmio Ludopedia Jogo Família do Ano 2017**************************************************************************LUDOSTORER$ 383,00 (no boleto)Comprar  Editora NacionalConclave EditoraStatus Nacional Lançado (Dezembro/2017)     Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasConstrução de Baralho/Peças, Gestão de Mão, Seleção de CartasCategoriasJogo de Cartas TemasMedieval"
0;89;"2011";"Idade  8 + ";"30 min";"3 a 12 jogadores ";"Jean-Louis Roubira";"Marie Cardouat";"Galápagos";"3330";"1092";"242";"277";"Dixit Odyssey é tanto um jogo independente quanto uma expansão para o jogo Dixit, com novas 84 cartas.COMO JOGAR?1- Em seu turno, como um contador de história, escolha uma carta de sua mão e dê uma pista sobre ela (uma palavra, uma sentença, uma canção, etc.).Por exemplo: ""Luz"".2- Todos os jogadores escolhem uma de suas cartas que melhor corresponde à pista que você forneceu. Embaralhe e revele todas as cartas escolhidas.3- Todos os jogadores tentam adivinhar, secretamente, qual é a carta que você escolheu. Quando a votação estiver encerrada, começa a contagem de pontos!LUDOSTORER$ 245,78 (no boleto)Comprar  Editora NacionalGalápagosDependência de Idioma Nenhuma DomíniosJogos Família MecânicasAção Simultânea, Narração de Histórias, Votação, DeduçãoCategoriasJogo de Cartas, Jogo Festivo TemasArte, Humor"
0;90;"2015";"Idade  14 + ";"240 min";"2 a 5 jogadores ";"Jeroen Doumen";"Iris de Haan";"Splotter Spellen";"356";"913";"73";"96";"""Suco de laranja? Eles querem suco de laranja? Qual é! O mundo vai parar? Eu quero comerciais para hambúrgueres em todos os canais, a cada 15 minutos. Nós somos a Casa do Burger Original, não um refúgio de saúde hippie. Eu quero colocar um outdoor ao lado daquela nova casa da esquina. Eu quero que eles desejem cerveja a cada segundo que sentar-se em seu novo jardim elegante."" O novo gestor treme diante do CEO e tenta apontar educadamente... ""O que quer dizer, não temos pessoal suficiente? O diretor de RH é você. Contrate mais pessoas! Treine-os! Independente do que você faça, não pague a eles os salários reais. Eu não entro no negócio para ficar pobre. De agora em diante, vamos vender hambúrgueres gourmet. O mesmo excremento, dobre o preço. Chame o meu diretor de marketing aqui!""Food Chain Magnate é um jogo de estratégia pesado sobre a construção de uma cadeia de fast food. O foco é na construção de sua empresa usando um sistema de gestão de recursos orientado por cartas. Os jogadores competem em um mapa variável da cidade através de compras, marketing e vendas, e em um mercado de trabalho para funcionários-chave. O jogo pode ser jogado por 2-5 jogadores sérios em 2-4 horas.LUDOSTORER$ 1.048,00 (no boleto)Comprar  Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasConstrução de Rotas, Tabuleiro Modular, Gestão de Mão, Seleção de Cartas, Ação Simultânea, Construção de Baralho/PeçasCategoriasJogo de Cartas TemasEconomia / Produção, Gastronomia"
0;91;"2016";"Idade  12 + ";"120 min";"2 a 4 jogadores ";"Flaminia Brasini";"Klemens Franz";"Meeple BR Jogos";"846";"517";"185";"81";"Lorenzo de Médici, também conhecido como ""Lorenzo il Magnifico"" (Lorenzo, o Magnífico), foi um dos patronos mais poderosos e entusiastas do Renascimento italiano.Em Lorenzo Il Magnifico, cada jogador faz o papel do chefe de uma família nobre de Florença durante a Renascença. Você deve acumular prestígio e fama para ganhar mais Pontos de Vitória que os outros.Para isso, você enviará membros da sua família para diferentes áreas da cidade, onde eles podem alcançar vários objetivos. Em algumas delas, você ganhará recursos, em outras, Cartas de Desenvolvimento representando novos territórios, construções financiadas, personagens influentes e campanhas venturosas. E em outra parte você poderá ativar os efeitos dessas cartas. Os membros da sua família não são idênticos. No começo de cada rodada, três dados são rolados para determinar os valores de cada um deles. Você deve escolher com cuidado para onde enviar os familiares de valor mais alto.Existem muitas formas de se ganhar Pontos de Vitória, mas você também precisa prestar atenção à sua relação com a Igreja. O jogo é dividido em 3 períodos, cada um composto por 2 rodadas. Ao fim de cada período, os jogadores precisam expressar a sua fé. Se algum deles não tiver rezado o suficiente, sofrerá duras penalidades. Após as 6 rodadas, é hora de calcular a sua pontuação final, e o jogador com mais Pontos de Vitória será o vencedor.O jogo ainda conta com tabuleiros individuais para as cartas adquiridas.LUDOSTORER$ 306,05 (no boleto)Comprar  Editora NacionalMeeple BR JogosStatus Nacional Lançado (Janeiro/2018)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Jogadores com Diferentes Habilidades, Rolagem de Dados, Seleção de Cartas, Ordem de Fases VariávelCategoriasTemasHistória"
0;92;"2022";"Idade  14 + ";"150 min";"1 a 4 jogadores ";"Xavier Georges";"Ian O'Toole";"Mosaico Jogos";"290";"321";"9";"25";"Carnegie foi inspirado na vida de Andrew Carnegie, que nasceu na Escócia em 1835. Andrew Carnegie e seus pais e migraram para os Estados Unidos em 1848. Embora ele tenha começado sua carreira como telégrafo, seu papel como um dos principais atores em ascensão da indústria siderúrgica dos Estados Unidos o tornou um dos homens mais ricos do mundo e um ícone do sonho americano.Andrew Carnegie também foi um benfeitor e filantropo; após sua morte em 1919, mais de $ 350 milhões de sua riqueza foram legados a várias fundações, com outros $ 30 milhões indo para várias instituições de caridade. Suas dotações criaram cerca de 2.500 bibliotecas públicas gratuitas que levam seu nome: Bibliotecas Carnegie.Durante o jogo, você vai recrutar e gerenciar funcionários, expandir seus negócios, investir em imóveis, produzir e vender mercadorias e criar cadeias de transporte nos Estados Unidos; você pode até trabalhar com personalidades importantes da época. Talvez até se torne um ilustre benfeitor que contribui para a grandeza do seu país com feitos e generosidade!O jogo ocorre em 20 rodadas; cada jogador terá um turno por rodada. Em cada jogada, o jogador ativo escolherá uma das quatro ações, que os outros jogadores podem seguir.O objetivo do jogo é construir a empresa de maior prestígio, simbolizada pelos pontos de vitória.- descrição do editorLUDOSTORER$ 478,00 (no boleto)Comprar  Editora NacionalMosaico JogosStatus Nacional Lançado (Junho/2022)     Dependência de Idioma Pouco texto, facilmente memorizavel. DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Construção de Rotas, Movimento de Área, Movimento em Grades, Ordem de Fases Variável, Sistema de Pontos de AçãoCategoriasTemasEconomia / Produção"
0;93;"2011";"Idade  14 + ";"120 min";"2 a 6 jogadores ";"Touko Tahkokallio";"Ossi Hiekkala";"Asmodee";"439";"710";"163";"134";"Por muitos anos, a galáxia tem sido um lugar pacífico. Depois da implacável Guerra Terran-Hegemony (30,027-33,364), muito esforço tem sido empregado por todas as espécies de grandes sistemas para evitar a repetição dos terríveis eventos. O Conselho Galáctico foi criado para impor a paz preciosa e tomou muitos corajosos esforços para prevenir a escalada de atos maliciosos. No entanto, a tensão e discórdia estão crescendo entre as sete principais espécies e no próprio Conselho. Velhas alianças estão quebrando e apressados tratados diplomáticos são feitos em sigilo. Um confronto das superpotências parece inevitável. Qual facção sairá vitoriosa e levar a galáxia sob o seu domínio?O jogo de Eclipse coloca você no controle de uma vasta civilização interestelar, concorrendo para o sucesso com seus rivais. Você irá explorar novos sistemas, tecnologias de pesquisa e construir naves espaciais para fazer a guerra. Há muitos caminhos possíveis para a vitória, então você precisa planejar sua estratégia de acordo com os pontos fortes e fracos de sua espécie, enquanto presta atenção às outras civilizações.LUDOSTORER$ 383,00 (no boleto)Comprar  Dependência de Idioma Moderado, precisa de uma planilha traduzida ou cartas traduzidas. DomíniosJogos Expert MecânicasColocação de Peças, Controle/Influência de Área, Jogadores com Diferentes Habilidades, Movimento de Área, Rolagem de Dados, Tabuleiro ModularCategorias4x, Miniaturas TemasAventura, Ficção Científica, Luta / Artes Marciais, Civilização"
0;94;"2020";"Idade  14 + ";"90 min";"1 a 4 jogadores ";"Stefan Feld";"Dennis Lohausen";"Vem pra Mesa Jogos";"538";"445";"42";"39";"As Fogueiras são fontes de luz, energia e calor criadas pelas Guardiãs da Luz para iluminar as cidades afastando a escuridão. Entretanto, os moradores da cidade usaram e exploraram as Fogueiras para o próprio benefício, para seu ganho pessoal. Decepcionadas, as Guardiãs da Luz se retiraram e deixaram que as Fogueiras se apagassem. Agora, os cidadãos não podiam mais viver em meio à escuridão e foram forçados a partir.Vocês são um grupo de Gnomos que vivem perto das cidades e também precisam da luz das Fogueiras. Sentindo falta das Fogueiras, vocês tentam visitar as cidades para aprender como acendê-las novamente: será preciso visitar as Guardiãs da Luz nas suas ilhas sagradas e pedir pelas tarefas que provarão sua boa intenção. Por cada tarefa concluída, elas irão reacender uma Fogueira apagada. Aquele que conseguir conquistar a confiança das Guardiãs e iluminar sua cidade da melhor forma vencerá o jogo.O Jogo:O aspecto central do jogo são fichas de três cores que serão encaixadas no seu tabuleiro de jogador como um quebra-cabeça. Quando você consegue colocar as mesmas cores adjacentes a uma outra, você receberá mais fichas de ação do tipo específico. Isso irá permitir que você se especialize em certos tipos de ação e siga estratégias diferentes.Você pode usar as fichas para realizar as ações a seguir:- Mover seu navio para uma ilha.- Receber uma tarefa de uma ilha ao gastar dois recursos- Convidar uma Guardiã da Luz para sua cidade- Ativar uma Procissão de Guardiãs através da sua cidade e ganhar recursos- Adicionar uma ficha de Caminho à sua cidade (é por essas fichas que as Procissões acontecem)- Recrutar um Gnomo para obter uma habilidade especial ou pontos de vitória- Encontrar apoio na última Fogueira, ganhando portais, recursos ou fichas de açãoVocês irão jogar na ordem do turno até que haja um certo número de tarefas concluídas (e, consequentemente, noviços no Alto Conselho). Depois disso, cada jogador tem mais 5 turnos. Durante a pontuação final, vocês receberão pontos por suas tarefas concluídas (as Fogueiras) e pelas melhorias feitas (portais, fichas de Caminho e Guardiãs). LUDOSTORER$ 298,55 (no boleto)Comprar  Editora NacionalVem pra Mesa JogosStatus Nacional Lançado (Dezembro/2020)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasColocação de PeçasCategoriasTemasFantasia"
0;95;"2009";"Idade  13 + ";"90 min";"2 a 5 jogadores ";"Bruno Cathala";"Miguel Coimbra";"Galápagos";"1610";"1101";"392";"281";"Em Cyclades, os jogadores devem comprar o favor dos deuses em sua corrida para ser o primeiro jogador a construir duas metrópoles no arquipélago grego conhecido como Cyclades.A vitória exige o respeito por todos os deuses – os jogadores não podem dar ao luxo de sacrificar a um só Deus, mas deve prestar homenagem a cada um dos cinco deuses, por sua vez. Cada vez, os jogadores fazem lances para os favores dos deuses, já que apenas um jogador pode ter o favor de um único deus por turno.Ares permite o movimento dos exércitos do jogador e da construção de fortalezas.Poseidon permite aos jogadores que movam suas marinhas e construam Portos.Zeus permite que seus seguidores contratem sacerdotes e construam templos.Athena fornece a seus adoradores com filósofos e universidades.Apollo aumenta a renda de seus adoradores.LUDOSTORER$ 351,34 (no boleto)Comprar  Editora NacionalGalápagosStatus Nacional Lançado (2015)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasControle/Influência de Área, Leilão, Rolagem de Dados, Seleção de CartasCategoriasMiniaturas TemasLuta / Artes Marciais, História, Mitologia, Civilização"
0;96;"2017";"Idade  10 + ";"75 min";"2 a 4 jogadores ";"Inka Brand";"Dennis Lohausen";"Devir Brasil";"752";"660";"187";"81";"Índia no século XVI. O império é governado pelo Grande Mogul Akbar; as inúmeras províncias, no entanto, estão sob o controle dos príncipes hindus locais, os rajas.Em Rajas of the Ganges, os rajas competem uns com os outros por poder e prestígio. O hinduísmo e o sistema de castas moldam a vida das pessoas. Ao assumir o papel de rajas, os jogadores controlam o destino de seus príncipes e desenvolvem sua província usando o sistema de castas, trocando mercadorias e viajando pelo Ganges - mas os deuses também influenciam seu destino. O bom carma pode levar à riqueza e fama, mas também pode levar a outros caminhos...LUDOSTORER$ 345,00 (no boleto)Comprar  Editora NacionalDevir BrasilStatus Nacional Lançado (Setembro/2018)     Dependência de Idioma Nenhuma DomíniosJogos Expert MecânicasAlocação de Trabalhadores, Rolagem de DadosCategoriasJogo de Dados TemasMitologia, Cultura Oriental"
0;97;"2015";"Idade  12 + ";"90 min";"2 a 5 jogadores ";"Corey Konieczka";"Arden Beckwith";"Fantasy Flight Games";"553";"865";"135";"120";"Imperial Assault é um jogo de tabuleiro estratégico de combate tático e missões para dois a cinco jogadores, oferecendo duas formas de jogos distintas de batalha e aventura no universo de Star Wars.Imperial Assault coloca você no meio da Guerra Civil Galáctica entre a Aliança Rebelde e o Império Galáctico após a destruição da Estrela da Morte sobre Yavin 4. Neste jogo, você e seus amigos podem participar em dois jogos separados. O jogo de campanha coloca  as tropas ilimitadas e os recursos do Império Galáctico contra um time de agentes de elite rebeldes enquanto tentam romper o domínio do império na Galáxia, enquanto o jogo skirmish convida você e um amigo para reunir tropas e batalhar por objetivos conflitantes.No jogo de campanha, Imperial Assault convida você a jogar através de uma histórica cinematográfica no universo de Star Wars. Um jogador comanda os exércitos aparentemente ilimitados do Império Galáctico, ameaçando extinguir a chama da Rebelião para sempre. Até quatro outros jogadores tornam-se os heróis da Aliança Rebelde, participando de operações secretas para minar os planos do Império. Ao longo da campanha, tanto o jogador Imperial quanto os heróis rebeldes ganham experiências e habilidades, permitindo que os personagens possam evoluir a medida que a história se desenrola.Imperial Assault oferece uma experiência de jogo diferente no modo skirmish. Em missões skirmish, você e um amigo competem em combate tático. Você vai reunir sua própria força de ataque do Império, Rebeldes e Mercenários e construir um baralho de cartas de comando para ganhar uma vantagem inesperada no calor da batalha. Se você recuperar holocrons perdidos ou batalhar para derrotar um grupo de ataque, você encontrará perigo e escolhas táticas em cada batalha.Como um benefício adicional, o Pacote de Aliados de Luke Skywalker  e o Pacote de Vilão de Darth Vader estão incluídos dentro do conjunto básico de Imperial Assault. Estes pacotes oferecem figuras de plástico esculpido bem como missões de campanha e skirmish adicionais que destacam tanto Luke Skywalker quanto Darth Vader. Com estes pacotes de Figuras de Imperial Assault. você vai encontrar ainda mais missões que permitem que seus heróis lutem ao lado desses personagens icônicos da saga Star Wars.LUDOSTORER$ 799,99 (no boleto)Comprar  Status Nacional Cancelado      Dependência de Idioma Extenso. Precisa de uma tradução quase completa para ser jogado. DomíniosJogos Expert MecânicasJogadores com Diferentes Habilidades, Movimento em Grades, Rolagem de Dados, RPG, Jogo em Equipe, Tabuleiro ModularCategoriasCampanha, Integrado com Aplicativo, Miniaturas, Dungeon Crawler TemasAventura, Ficção Científica, Luta / Artes Marciais, Cultura Pop ou Geek"
